column_name,national_position,dtype,source_table,domain,attribution_method,n_null,pct_null,n_distinct,min,max,mean,sentinel_note,role,allowed_for_scoring,scoring_reason,allowed_for_bias,bias_reason,candidate_hypotheses,candidate_hypotheses_reason,present_in_regions,missing_from_regions,present_in_all_four_regions,region_only,profile_scope,vintage_status,vintage_note
hwd_maxtemp_trend_days_per_decade,178,double,national-cdc-wonder-tract-table,heat,unambiguous,1619,0.0189587334301372,2243,-1.9666295884315903,10.064516129032256,2.669769013221561,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,"The 1981-2010 window traces to a NOAA NCEI Normals baseline, not a CDC-native vintage; the live cdcw_grain='county' value also revealed this table is county-level, not tract-level, disaggregated down to every tract sharing one county-wide figure."
hwd_maxtemp_trend_p,179,double,national-cdc-wonder-tract-table,heat,unambiguous,1619,0.0189587334301372,3122,0.0001426082163937,1.0,0.2059022840255486,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,"The 1981-2010 window traces to a NOAA NCEI Normals baseline, not a CDC-native vintage; the live cdcw_grain='county' value also revealed this table is county-level, not tract-level, disaggregated down to every tract sharing one county-wide figure."
hwd_maxtemp_never_defined,180,bool,national-cdc-wonder-tract-table,heat,unambiguous,0,0.0,1,,,,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",False,"constant across all tracts nationally (n_distinct=1) — carries no discriminative signal for any bias analysis, regardless of role",,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain",eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,"The 1981-2010 window traces to a NOAA NCEI Normals baseline, not a CDC-native vintage; the live cdcw_grain='county' value also revealed this table is county-level, not tract-level, disaggregated down to every tract sharing one county-wide figure."
hwd_heatindex_mean,181,double,national-cdc-wonder-tract-table,heat,unambiguous,1619,0.0189587334301372,112,0.0,8.466666666666667,5.6179201249261945,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,"The 1981-2010 window traces to a NOAA NCEI Normals baseline, not a CDC-native vintage; the live cdcw_grain='county' value also revealed this table is county-level, not tract-level, disaggregated down to every tract sharing one county-wide figure."
hwd_heatindex_change,182,double,national-cdc-wonder-tract-table,heat,unambiguous,1619,0.0189587334301372,378,-3.333333333333333,9.466666666666669,2.885601438734907,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,"The 1981-2010 window traces to a NOAA NCEI Normals baseline, not a CDC-native vintage; the live cdcw_grain='county' value also revealed this table is county-level, not tract-level, disaggregated down to every tract sharing one county-wide figure."
hwd_heatindex_trend_days_per_decade,183,double,national-cdc-wonder-tract-table,heat,unambiguous,1619,0.0189587334301372,2058,-1.6484983314794213,6.625139043381535,2.1535326087378674,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,"The 1981-2010 window traces to a NOAA NCEI Normals baseline, not a CDC-native vintage; the live cdcw_grain='county' value also revealed this table is county-level, not tract-level, disaggregated down to every tract sharing one county-wide figure."
hwd_heatindex_trend_p,184,double,national-cdc-wonder-tract-table,heat,unambiguous,1900,0.0222492856808281,3112,7.924581813079093e-07,0.9983980432082252,0.1829524551492678,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,"The 1981-2010 window traces to a NOAA NCEI Normals baseline, not a CDC-native vintage; the live cdcw_grain='county' value also revealed this table is county-level, not tract-level, disaggregated down to every tract sharing one county-wide figure."
hwd_heatindex_never_defined,185,bool,national-cdc-wonder-tract-table,heat,unambiguous,0,0.0,2,,,,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,"The 1981-2010 window traces to a NOAA NCEI Normals baseline, not a CDC-native vintage; the live cdcw_grain='county' value also revealed this table is county-level, not tract-level, disaggregated down to every tract sharing one county-wide figure."
hwd_heatstress_mean,186,double,national-cdc-wonder-tract-table,heat,unambiguous,1619,0.0189587334301372,224,0.0,7.1,5.3594223668006205,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,"The 1981-2010 window traces to a NOAA NCEI Normals baseline, not a CDC-native vintage; the live cdcw_grain='county' value also revealed this table is county-level, not tract-level, disaggregated down to every tract sharing one county-wide figure."
hwd_heatstress_change,187,double,national-cdc-wonder-tract-table,heat,unambiguous,1619,0.0189587334301372,476,-2.0666666666666664,8.933333333333334,2.1784795267605754,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,"The 1981-2010 window traces to a NOAA NCEI Normals baseline, not a CDC-native vintage; the live cdcw_grain='county' value also revealed this table is county-level, not tract-level, disaggregated down to every tract sharing one county-wide figure."
hwd_heatstress_trend_days_per_decade,188,double,national-cdc-wonder-tract-table,heat,unambiguous,1619,0.0189587334301372,2243,-1.268075639599555,6.269187986651835,1.6591050361852848,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,"The 1981-2010 window traces to a NOAA NCEI Normals baseline, not a CDC-native vintage; the live cdcw_grain='county' value also revealed this table is county-level, not tract-level, disaggregated down to every tract sharing one county-wide figure."
hwd_heatstress_trend_p,189,double,national-cdc-wonder-tract-table,heat,unambiguous,2455,0.0287484191297016,3011,0.0001120211677389,1.0,0.290385009858465,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,"The 1981-2010 window traces to a NOAA NCEI Normals baseline, not a CDC-native vintage; the live cdcw_grain='county' value also revealed this table is county-level, not tract-level, disaggregated down to every tract sharing one county-wide figure."
hwd_heatstress_never_defined,190,bool,national-cdc-wonder-tract-table,heat,unambiguous,0,0.0,2,,,,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,"The 1981-2010 window traces to a NOAA NCEI Normals baseline, not a CDC-native vintage; the live cdcw_grain='county' value also revealed this table is county-level, not tract-level, disaggregated down to every tract sharing one county-wide figure."
cdcw_window_start,191,int64,national-cdc-wonder-tract-table,heat,unambiguous,0,0.0,1,1981.0,1981.0,1981.0,,vintage_metadata,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",False,"constant across all tracts nationally (n_distinct=1) — carries no discriminative signal for any bias analysis, regardless of role",,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain",eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,"The 1981-2010 window traces to a NOAA NCEI Normals baseline, not a CDC-native vintage; the live cdcw_grain='county' value also revealed this table is county-level, not tract-level, disaggregated down to every tract sharing one county-wide figure."
cdcw_window_end,192,int64,national-cdc-wonder-tract-table,heat,unambiguous,0,0.0,1,2010.0,2010.0,2010.0,,vintage_metadata,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",False,"constant across all tracts nationally (n_distinct=1) — carries no discriminative signal for any bias analysis, regardless of role",,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain",eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,"The 1981-2010 window traces to a NOAA NCEI Normals baseline, not a CDC-native vintage; the live cdcw_grain='county' value also revealed this table is county-level, not tract-level, disaggregated down to every tract sharing one county-wide figure."
gehe_covered,193,bool,national-nasa-heat-tract-table,heat,unambiguous,0,0.0,2,,,,,coverage_flag,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,"central to Measurement Eligibility Bias analysis (whether a hazard/vulnerability measurement exists for a tract at all, cross-tabulated against SVI/tribal/rurality/hazard exposure)",Measurement Eligibility Bias,a <source>_covered flag — whether this strata source has data for a tract at all is exactly what Measurement Eligibility Bias asks,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,gehe_* (1983-2016) is an exact title/date match to NASA SEDAC's GEHE product; uhe_* is strengthened toward SEDAC's UHE-Daily product (Mexico/Canada cities present in the live data) but not fully proven.
gehe_coverage_frac,194,double,national-nasa-heat-tract-table,heat,unambiguous,0,0.0,43298,0.0,1.0,0.9959494939067676,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,gehe_* (1983-2016) is an exact title/date match to NASA SEDAC's GEHE product; uhe_* is strengthened toward SEDAC's UHE-Daily product (Mexico/Canada cities present in the live data) but not fully proven.
gehe_wbgt28_days_mean,195,double,national-nasa-heat-tract-table,heat,unambiguous,14,0.0001639421050166,62562,0.0,135.5460753952276,17.19743620635693,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,gehe_* (1983-2016) is an exact title/date match to NASA SEDAC's GEHE product; uhe_* is strengthened toward SEDAC's UHE-Daily product (Mexico/Canada cities present in the live data) but not fully proven.
gehe_wbgt28_days_change,196,double,national-nasa-heat-tract-table,heat,unambiguous,14,0.0001639421050166,58034,-7.299999999999999,62.24425869341391,2.6266644558362087,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,gehe_* (1983-2016) is an exact title/date match to NASA SEDAC's GEHE product; uhe_* is strengthened toward SEDAC's UHE-Daily product (Mexico/Canada cities present in the live data) but not fully proven.
gehe_wbgt28_trend_days_per_yr,197,double,national-nasa-heat-tract-table,heat,unambiguous,14,0.0001639421050166,5991,-0.1026737987995147,2.5314420997804583,0.0572537197500134,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,gehe_* (1983-2016) is an exact title/date match to NASA SEDAC's GEHE product; uhe_* is strengthened toward SEDAC's UHE-Daily product (Mexico/Canada cities present in the live data) but not fully proven.
gehe_wbgt30_days_mean,198,double,national-nasa-heat-tract-table,heat,unambiguous,14,0.0001639421050166,44793,0.0,72.53798762087648,2.1828467287165614,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,gehe_* (1983-2016) is an exact title/date match to NASA SEDAC's GEHE product; uhe_* is strengthened toward SEDAC's UHE-Daily product (Mexico/Canada cities present in the live data) but not fully proven.
gehe_wbgt30_days_change,199,double,national-nasa-heat-tract-table,heat,unambiguous,14,0.0001639421050166,39603,-3.4198775977755176,26.99719833517731,1.0387295040761677,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,gehe_* (1983-2016) is an exact title/date match to NASA SEDAC's GEHE product; uhe_* is strengthened toward SEDAC's UHE-Daily product (Mexico/Canada cities present in the live data) but not fully proven.
gehe_wbgt30_trend_days_per_yr,200,double,national-nasa-heat-tract-table,heat,unambiguous,14,0.0001639421050166,6047,-0.0869752016346859,1.0655252009589575,0.0217823324024643,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,gehe_* (1983-2016) is an exact title/date match to NASA SEDAC's GEHE product; uhe_* is strengthened toward SEDAC's UHE-Daily product (Mexico/Canada cities present in the live data) but not fully proven.
gehe_wbgt32_days_mean,201,double,national-nasa-heat-tract-table,heat,unambiguous,14,0.0001639421050166,5818,0.0,11.61524284732424,0.0144322459708394,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,gehe_* (1983-2016) is an exact title/date match to NASA SEDAC's GEHE product; uhe_* is strengthened toward SEDAC's UHE-Daily product (Mexico/Canada cities present in the live data) but not fully proven.
gehe_wbgt32_days_change,202,double,national-nasa-heat-tract-table,heat,unambiguous,14,0.0001639421050166,3695,-3.746574405648344,1.7694618049630175,0.0008905181647763,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,gehe_* (1983-2016) is an exact title/date match to NASA SEDAC's GEHE product; uhe_* is strengthened toward SEDAC's UHE-Daily product (Mexico/Canada cities present in the live data) but not fully proven.
gehe_wbgt32_trend_days_per_yr,203,double,national-nasa-heat-tract-table,heat,unambiguous,14,0.0001639421050166,223,-0.1567049748781478,0.0606823443247364,-4.966114304626731e-05,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,gehe_* (1983-2016) is an exact title/date match to NASA SEDAC's GEHE product; uhe_* is strengthened toward SEDAC's UHE-Daily product (Mexico/Canada cities present in the live data) but not fully proven.
gehe_record_start,204,int64,national-nasa-heat-tract-table,heat,unambiguous,0,0.0,1,1983.0,1983.0,1983.0,,vintage_metadata,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",False,"constant across all tracts nationally (n_distinct=1) — carries no discriminative signal for any bias analysis, regardless of role",,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain",eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,gehe_* (1983-2016) is an exact title/date match to NASA SEDAC's GEHE product; uhe_* is strengthened toward SEDAC's UHE-Daily product (Mexico/Canada cities present in the live data) but not fully proven.
gehe_record_end,205,int64,national-nasa-heat-tract-table,heat,unambiguous,0,0.0,1,2016.0,2016.0,2016.0,,vintage_metadata,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",False,"constant across all tracts nationally (n_distinct=1) — carries no discriminative signal for any bias analysis, regardless of role",,"allowed_for_bias=False (Step 5) — not usable for any bias-discovery hypothesis, regardless of role or domain",eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,gehe_* (1983-2016) is an exact title/date match to NASA SEDAC's GEHE product; uhe_* is strengthened toward SEDAC's UHE-Daily product (Mexico/Canada cities present in the live data) but not fully proven.
uhe_covered,206,bool,national-nasa-heat-tract-table,heat,unambiguous,0,0.0,2,,,,,coverage_flag,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,"central to Measurement Eligibility Bias analysis (whether a hazard/vulnerability measurement exists for a tract at all, cross-tabulated against SVI/tribal/rurality/hazard exposure)",Measurement Eligibility Bias,a <source>_covered flag — whether this strata source has data for a tract at all is exactly what Measurement Eligibility Bias asks,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,gehe_* (1983-2016) is an exact title/date match to NASA SEDAC's GEHE product; uhe_* is strengthened toward SEDAC's UHE-Daily product (Mexico/Canada cities present in the live data) but not fully proven.
uhe_city_name,207,string,national-nasa-heat-tract-table,heat,unambiguous,40731,0.4769661342451637,331,,,,,identity_metadata,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,"descriptive/provenance label (which external entity a tract was matched to or overlaps), usable for named-instance or coarse-grouping bias analysis, not for anything for which its own cardinality can't support meaningful stratification",Source Provenance x Vulnerability,"identity-metadata column matched by an explicit, named per-column rule (see module docstring)",eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,gehe_* (1983-2016) is an exact title/date match to NASA SEDAC's GEHE product; uhe_* is strengthened toward SEDAC's UHE-Daily product (Mexico/Canada cities present in the live data) but not fully proven.
uhe_city_country,208,string,national-nasa-heat-tract-table,heat,unambiguous,40731,0.4769661342451637,4,,,,,identity_metadata,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,"descriptive/provenance label (which external entity a tract was matched to or overlaps), usable for named-instance or coarse-grouping bias analysis, not for anything for which its own cardinality can't support meaningful stratification",Source Provenance x Vulnerability,"identity-metadata column matched by an explicit, named per-column rule (see module docstring)",eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,gehe_* (1983-2016) is an exact title/date match to NASA SEDAC's GEHE product; uhe_* is strengthened toward SEDAC's UHE-Daily product (Mexico/Canada cities present in the live data) but not fully proven.
uhe_overlap_frac,209,double,national-nasa-heat-tract-table,heat,unambiguous,40731,0.4769661342451637,13620,2.65193039856148e-09,1.0,0.8529340184655366,,measurement,False,"national-strata-tract-table lives entirely under strata/ (the Bias API stratification datasets), never under reference/ (the map data actually scored). The challenge's own rule — the scored coverage-gap computation must use only the datasets provided for the challenge — means no column from this table may influence the submitted coverage-gap number, regardless of its role.",True,a substantive per-tract measurement with real variance nationally,Measurement Eligibility Bias; Source Provenance x Vulnerability; Component Dominance,heat-domain measurement — generic vulnerability/hazard covariate raw material,eastern-ok;maricopa-az;northern-ca;south-central-tx,,True,False,"national (85,396 tracts)",confirmed_with_clarification,gehe_* (1983-2016) is an exact title/date match to NASA SEDAC's GEHE product; uhe_* is strengthened toward SEDAC's UHE-Daily product (Mexico/Canada cities present in the live data) but not fully proven.
